0	-1
19.279329524642023	-0.4046822786
30.417293123543125	0.5250836015
30.417293123543125	-1
30.75	-1
30.75	0.5585284233
31	0.5585284233
31	-1
31.0625	-1
31.0625	0.7190635204
31.078125	0.7190635204
31.078125	-1
31.09375	-1
31.09375	0.7324414849
31.109375	0.7324414849
31.109375	-1
31.125	-1
31.125	0.7190635204
31.140625	0.7190635204
31.140625	-1
31.1875	-1
31.1875	0.6387959719
31.203125	0.6387959719
31.203125	-1
31.21875	-1
31.21875	0.6120401621
31.234375	0.6120401621
31.234375	0.5986621976
31.25	0.5986621976
31.25	0.6120401621
31.265625	0.6120401621
31.265625	-1
31.328125	-1
31.328125	0.6454849243
31.34375	0.6454849243
31.34375	-1
31.359375	-1
31.359375	0.6789297462
31.375	0.6789297462
31.375	-1
31.40625	-1
31.40625	0.7324414849
31.4375	0.7324414849
31.4375	-1
31.5	-1
31.5	0.3578595221
31.75	0.3578595221
31.75	-1
32	-1
32	0.7591972947
32.25	0.7591972947
32.25	-1
32.625	-1
32.625	0.806020081
32.75	0.806020081
32.75	-0.5652173758
32.875	-0.5652173758
32.875	-0.9665551782
33	-0.9665551782
33	-1
33.25	-1
33.25	0.1170568541
33.5	0.1170568541
33.5	1
34	1
34	-1
34.5	-1
34.5	1
34.875	1
34.875	-1
34.9375	-1
34.9375	1
35	1
35	-0.9331103563
35.0625	-0.9331103563
35.0625	-1
35.125	-1
35.125	1
35.375	1
35.375	-1
35.4375	-1
35.4375	1
35.625	1
35.625	-0.3311036825
35.6875	-0.3311036825
35.6875	-0.3244147301
35.75	-0.3244147301
35.75	1
35.8125	1
35.8125	-0.2909699082
35.875	-0.2909699082
35.875	1
36	1
36	-1
36.5	-1
36.5	0.7458193898
36.625	0.7458193898
36.625	-1
37.25	-1
37.25	0.5852842927
37.5	0.5852842927
37.5	-1
37.75	-1
37.75	0.5719063282
37.875	0.5719063282
37.875	0.5919732451
38	0.5919732451
38	-1
39	-1
39	0.7324414849
39.5	0.7324414849
39.5	-1
39.875	-1
39.875	0.4849498272
39.9375	0.4849498272
39.9375	-1
40	-1
40	0.4648829401
40.0625	0.4648829401
40.0625	-1
51.25	-1
51.25	-0.6120401621
51.265625	-0.6120401621
51.265625	-1
51.28125	-1
51.28125	-0.5852842927
51.296875	-0.5852842927
51.296875	-1
51.3125	-1
51.3125	-0.5785953403
51.328125	-0.5785953403
51.328125	-1
51.34375	-1
51.34375	-0.5518394709
51.359375	-0.5518394709
51.359375	-1
51.375	-1
51.375	-0.5518394709
51.390625	-0.5518394709
51.390625	-1
51.40625	-1
51.40625	-0.5250836015
51.421875	-0.5250836015
51.421875	-1
51.4375	-1
51.4375	-0.4381271005
51.453125	-0.4381271005
51.453125	-1
51.46875	-1
51.46875	-0.284280926
51.484375	-0.284280926
51.484375	-1
51.5	-1
51.5	-0.1772575229
51.515625	-0.1772575229
51.515625	-1
51.53125	-1
51.53125	-0.03010033444
51.546875	-0.03010033444
51.546875	-1
51.5625	-1
51.5625	0.0501672253
51.578125	0.0501672253
51.578125	-1
51.59375	-1
51.59375	0.1705685556
51.609375	0.1705685556
51.609375	-1
51.625	-1
51.625	0.2642140388
51.640625	0.2642140388
51.640625	-1
51.65625	-1
51.65625	0.4046822786
51.671875	0.4046822786
51.671875	-1
51.6875	-1
51.6875	0.5317725539
51.703125	0.5317725539
51.703125	-1
51.71875	-1
51.71875	0.6789297462
51.734375	0.6789297462
51.734375	-1
51.75	-1
51.75	0.806020081
51.765625	0.806020081
51.765625	0.8193979859
51.78125	0.8193979859
51.78125	-1
51.796875	-1
51.796875	0.913043499
51.828125	0.913043499
51.828125	-1
51.84375	-1
51.84375	1
51.875	1
51.875	-1
51.90625	-1
51.90625	1
51.9375	1
51.9375	-1
51.96875	-1
51.96875	1
52.015625	1
52.015625	-1
52.0625	-1
52.0625	1
52.125	1
52.125	-1
52.1875	-1
52.1875	1
52.265625	1
52.265625	-1
52.34375	-1
52.34375	1
52.4375	1
52.4375	-1
52.515625	-1
52.515625	1
52.640625	1
52.640625	-1
52.6875	-1
52.6875	1
52.8125	1
52.8125	-1
52.859375	-1
52.859375	0.9799330831
52.875	0.9799330831
52.875	1
52.9375	1
52.9375	-1
52.96875	-1
52.96875	0.9665551782
52.984375	0.9665551782
52.984375	1
53.015625	1
53.015625	-1
53.046875	-1
53.046875	1
53.078125	1
53.078125	-1
53.09375	-1
53.09375	0.9264214039
53.109375	0.9264214039
53.109375	0.9397993088
53.125	0.9397993088
53.125	0.8127090335
53.140625	0.8127090335
53.140625	0.8193979859
53.15625	0.8193979859
53.15625	0.6454849243
53.1875	0.6454849243
53.1875	-1
53.203125	-1
53.203125	0.5518394709
53.21875	0.5518394709
