-63072000	70
183.2983219905095	70
183.2983219905095	71
183.42603178071928	71
183.42603178071928	72
183.73950112387612	74
183.7743311376124	76
184.15746024808524	80
184.20390026640027	84
184.27356003371628	85
250.8567799388112	85
250.8567799388112	86
251.54176864801866	89
251.5998186709124	90
251.924898018648	88
252.26158737096236	71
252.4009069055944	70
252.47056693306692	66
252.99301583832835	61
253.58512477106228	59
254.21206345737596	58
254.73451236263736	57
254.89705216658342	54
255.152471747003	52
255.31501129079254	44
294.8469840055778	44
294.8469840055778	48
294.9050340284715	55
295.1024035859973	57
295.1024035859973	58
295.17206361346985	62
295.3229931526807	66
295.43909293831166	67
295.5203627102065	69
295.7293425324675	70
295.9731518481519	73
296.04281187562435	76
296.4143309815185	78
296.6117007992008	81
309.53360545704294	81
309.53360545704294	82
309.8006350420413	87
310.2882539335664	92
412.93206350940727	92
412.93206350940727	93
413.0946030531968	94
413.1758730852481	97
413.45451241466867	98
640.6849887092075	98
640.6849887092075	96
640.847528252997	81
641.010068056943	78
641.0565078151016	75
641.2190476190476	74
641.2654876373626	71
641.4976869484682	67
641.7066667707293	51
641.8343763007825	45
641.9504760864136	44
644.4234013382451	44
644.4234013382451	43
644.4350113428238	41
644.7833106997169	32
644.9806802572427	29
646.1881178717116	29
646.1881178717116	28
646.1997278762904	27
646.2693876436064	25
677.2912472943723	25
677.2912472943723	24
678.2780953421578	22
678.8585940101565	21
681.1225396998834	21
681.1225396998834	20
683.4213151431901	20
683.4213151431901	19
684.2804534007659	17
684.4313832001332	15
684.8377323197635	14
686.2657597610722	14
686.2657597610722	13
686.2773695054946	12
686.3702495421245	11
686.5676190996503	10
686.6372788669663	8
749.1918368090243	8
749.1918368090243	7
749.7375057234432	6
750.1902948613886	2
750.2251246149683	1
750.3296143960207	0
843.6273923992674	0
